Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-possession-ratio,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-true-shooting-percentage,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio,opponent-offensive-rebounds-per-game,opponent-defensive-rebounds-per-game,opponent-total-rebounds-per-game,opponent-offensive-rebounding-pct,opponent-defensive-rebounding-pct,opponent-blocks-per-game,opponent-steals-per-game,opponent-effective-possession-ratio
Vermont,74.6,13.5,27.4,55.7,1.123,0.919,0.942,57.1,119.0,36.8,58.6,74.1,8.8,24.0,5.8,26.1,34.7,20.9,82.6,54.3,2.4,5.1,15.0,9.6,1.562,0.818,0.429,66.5,14.2,61.1,-13.5,41.2,47.7,100.4,34.4,45.3,69.1,9.9,11.0,0.898,5.5,21.8,29.2,17.4,79.1,2.8,4.8,0.917
Davidson,74.6,8.5,26.2,54.9,1.115,0.988,0.949,55.7,117.7,38.5,54.2,75.4,8.7,22.6,6.3,24.9,33.6,21.9,79.0,51.8,2.6,4.6,14.4,9.7,1.477,0.788,0.636,66.9,14.9,66.1,-8.5,42.2,49.5,105.7,33.6,48.9,73.9,12.0,11.0,1.091,6.6,22.5,31.2,21.0,78.1,2.3,5.0,0.934
Illinois,74.4,7.2,26.2,58.3,1.064,0.961,0.964,52.5,110.8,35.9,51.4,70.6,8.9,24.9,9.8,25.4,38.5,31.2,75.2,53.8,3.0,5.2,15.2,12.4,1.228,0.697,0.636,70.0,16.3,67.2,-7.2,41.3,46.0,98.9,32.0,45.2,71.5,10.2,10.6,0.96,8.4,21.6,33.0,24.8,68.8,2.9,6.6,0.968
Xavier,74.1,4.9,26.5,58.7,1.036,0.968,0.961,50.9,108.2,32.2,52.2,69.8,6.7,20.9,8.9,25.4,37.1,27.3,76.1,51.9,4.3,7.5,14.8,11.7,1.269,0.639,0.636,71.5,15.4,69.2,-4.9,42.4,48.3,103.2,32.2,48.3,74.6,12.3,12.7,0.969,8.0,23.6,34.4,23.9,72.7,3.5,6.8,0.934
Marquette,74.0,2.4,26.9,59.8,1.003,0.971,0.915,52.1,110.0,34.4,52.6,74.1,8.6,25.0,6.1,25.4,34.8,19.4,70.1,46.9,5.2,7.8,16.0,12.4,1.29,0.594,0.714,73.8,17.4,71.6,-2.4,41.2,47.0,100.6,32.0,46.4,70.3,14.5,13.7,1.06,10.8,25.4,39.4,29.9,80.6,3.2,7.0,0.961
W Kentucky,74.0,3.1,26.7,57.9,1.028,0.986,0.928,52.7,111.3,35.9,52.0,71.6,7.6,21.1,7.2,24.0,34.5,23.3,71.9,48.3,5.6,8.1,13.2,12.4,1.065,0.567,0.25,71.9,11.3,70.9,-3.1,42.9,50.6,104.8,35.5,48.5,72.2,16.0,13.9,1.151,9.4,23.6,36.9,28.1,76.7,3.0,6.7,0.937
Ball State,74.0,-3.4,25.2,57.2,1.007,1.054,0.921,51.3,109.4,35.7,49.8,69.6,8.4,23.6,8.2,24.3,35.5,25.4,73.8,49.4,2.4,6.0,13.0,14.1,0.922,0.433,0.667,73.4,18.2,77.4,3.4,44.6,52.4,111.0,36.3,50.8,71.8,13.5,12.3,1.097,8.6,24.2,36.4,26.2,74.6,2.9,7.5,0.95
Miami (FL),73.9,3.6,27.3,57.7,1.066,1.014,0.95,53.3,112.7,33.9,54.8,74.2,6.9,20.5,6.1,21.9,30.6,20.0,71.3,46.4,3.2,8.9,14.1,9.5,1.486,0.703,0.625,69.4,14.9,70.4,-3.6,45.9,52.5,109.1,34.5,53.0,67.9,15.2,13.9,1.091,8.8,24.2,35.4,28.7,80.0,3.4,5.1,0.926
Citadel,73.9,-4.8,25.8,59.4,1.007,1.073,0.933,52.0,108.8,34.8,51.7,68.0,10.3,29.5,7.4,25.2,35.7,21.9,72.4,47.5,3.5,4.5,15.2,12.3,1.232,0.357,0.455,73.4,15.5,78.7,4.8,44.0,50.4,106.9,33.0,50.9,74.3,14.3,9.9,1.435,9.6,26.5,39.4,27.6,78.1,2.8,6.9,0.996
Abl Christian,73.9,4.3,24.9,58.6,1.005,0.946,0.945,48.4,106.3,32.2,48.4,74.9,6.8,21.3,8.7,20.1,31.2,25.7,71.2,46.7,1.8,10.3,14.2,12.7,1.115,0.656,0.636,73.5,22.4,69.5,-4.3,45.0,51.9,113.0,34.6,52.0,72.1,11.6,20.1,0.578,8.2,25.1,35.5,28.8,74.3,3.9,5.4,0.837
BYU,73.8,4.8,27.2,59.9,1.035,0.967,0.946,51.8,109.2,34.6,51.9,72.3,7.7,22.4,8.9,27.1,39.5,28.3,79.3,54.8,3.2,4.7,14.3,12.8,1.113,0.667,0.429,71.4,17.8,69.0,-4.8,42.0,47.7,101.7,30.5,48.9,68.6,12.0,10.5,1.151,7.1,22.6,32.5,20.7,71.7,3.0,6.3,0.953
S Methodist,73.8,6.7,25.1,56.9,1.033,0.939,0.939,51.5,110.9,35.4,50.4,75.0,8.5,24.0,7.9,26.5,37.8,25.2,72.1,50.5,4.3,6.3,13.8,12.3,1.123,0.727,0.75,71.5,15.2,67.1,-6.7,39.5,44.6,95.3,29.8,44.5,69.6,13.1,11.8,1.108,10.3,23.6,37.1,27.9,74.8,4.1,7.1,0.978
N Iowa,73.8,2.4,25.3,55.8,1.052,1.018,0.915,53.0,114.2,35.1,53.3,79.0,8.5,24.3,5.2,23.9,32.5,17.8,79.2,49.8,1.4,5.8,11.3,11.2,1.014,0.613,0.5,70.2,13.9,71.5,-2.4,45.3,53.9,112.2,35.6,54.4,72.8,13.3,12.4,1.07,6.3,24.1,32.8,20.8,82.2,2.4,6.4,0.913
LIU,73.8,-0.6,26.5,62.8,0.986,0.994,0.964,48.4,102.7,31.0,49.6,68.1,7.8,25.1,10.9,25.5,39.0,30.2,71.9,50.4,4.7,7.3,16.3,13.6,1.2,0.517,0.556,74.8,17.0,74.3,0.6,41.9,48.5,103.9,32.0,48.8,72.3,13.4,13.4,1.0,10.0,25.1,38.4,28.1,69.8,2.8,7.1,0.954
Miami (OH),73.8,-2.2,26.6,61.7,1.039,1.07,0.966,50.3,107.4,34.3,49.5,80.0,9.0,26.2,8.0,22.4,33.4,23.9,71.8,47.3,3.0,5.6,13.1,10.4,1.262,0.379,0.444,71.0,16.5,76.0,2.2,46.1,53.5,112.9,36.7,52.5,72.6,13.8,12.4,1.108,8.8,25.5,37.2,28.2,76.1,3.2,6.1,0.949
Illinois St,73.7,-1.5,26.1,58.0,1.017,1.038,0.917,51.8,110.6,36.9,49.7,75.1,7.9,21.5,7.8,23.5,34.6,25.6,72.8,49.8,4.5,6.7,12.2,13.8,0.881,0.355,0.417,72.5,17.9,75.2,1.5,44.5,50.9,109.3,34.3,50.6,75.3,13.3,12.3,1.087,8.7,22.7,34.9,27.2,74.4,2.5,7.2,0.951
South Dakota,73.7,1.2,26.0,56.8,1.071,1.054,0.961,52.0,111.7,37.3,50.0,75.4,7.1,18.9,7.6,23.6,33.9,24.8,78.9,52.1,2.1,4.2,11.3,10.3,1.104,0.586,0.667,68.8,18.1,72.5,-1.2,45.9,52.7,111.9,36.2,51.7,72.3,9.9,10.5,0.938,6.3,23.1,31.1,21.1,75.2,2.3,4.8,0.939
LA Tech,73.7,5.1,26.2,58.3,1.037,0.965,0.942,51.9,110.2,34.0,52.5,72.8,8.1,23.9,7.6,24.6,35.3,23.8,73.5,49.4,2.0,6.4,13.1,11.7,1.113,0.677,0.778,71.0,15.1,68.5,-5.1,41.9,48.2,103.1,33.0,47.4,72.8,12.3,13.5,0.914,8.9,24.5,36.2,26.5,76.2,3.2,6.4,0.936
New Mexico,73.7,-3.1,25.6,59.8,1.005,1.047,0.94,49.4,106.6,34.3,48.1,74.8,7.8,22.6,7.1,22.9,33.5,21.3,72.2,46.8,4.2,6.0,11.4,11.6,0.986,0.367,0.286,73.3,18.7,76.7,3.1,46.3,52.0,111.3,32.8,53.5,73.3,14.3,12.9,1.106,8.8,26.4,38.1,27.8,78.7,3.1,5.9,0.944
Winthrop,73.7,2.1,25.7,53.1,1.04,1.011,0.885,56.4,117.8,37.0,57.0,69.5,8.4,22.6,6.6,23.8,32.8,23.8,73.8,50.5,2.6,6.3,12.8,14.8,0.869,0.69,0.818,70.8,18.0,71.6,-2.1,43.8,51.0,108.5,35.9,49.1,70.9,11.1,13.4,0.826,8.4,21.2,32.2,26.2,76.2,2.5,7.3,0.929
Middle Tenn,73.6,5.7,25.4,57.2,1.036,0.957,0.936,51.4,110.7,33.1,52.7,75.6,8.1,24.4,8.5,23.8,35.3,28.1,73.6,50.8,4.1,7.7,12.3,13.1,0.937,0.686,0.333,71.1,18.7,68.0,-5.7,41.5,47.2,103.8,31.0,47.6,74.8,10.3,14.1,0.728,8.5,21.9,34.1,26.4,71.9,3.4,6.5,0.922
Ohio,73.6,5.7,25.5,59.3,1.048,0.967,0.97,50.6,108.0,33.7,50.7,72.6,9.0,26.8,8.5,23.2,34.1,25.2,76.0,49.3,2.6,7.4,12.5,10.6,1.177,0.706,0.4,70.3,14.6,67.9,-5.7,44.2,50.0,107.1,31.2,51.9,76.2,11.3,14.1,0.804,7.3,25.2,35.1,24.0,74.8,3.3,5.7,0.904
Howard,73.6,1.8,24.8,57.5,0.989,0.965,0.902,50.4,109.2,36.2,47.8,74.7,8.3,23.0,7.7,21.3,32.9,24.6,66.6,46.9,3.4,7.5,13.6,15.0,0.903,0.5,0.273,74.5,18.3,71.8,-1.8,43.7,49.4,106.0,34.0,48.6,71.7,12.2,17.1,0.716,10.7,23.7,37.3,33.4,75.4,3.4,7.2,0.914
TX A&M-CC,73.5,2.3,25.3,60.0,0.997,0.965,0.958,47.2,103.8,31.8,46.9,74.3,6.0,18.8,11.1,23.3,37.5,32.3,73.0,51.9,1.6,8.2,13.6,14.2,0.961,0.613,0.8,73.8,21.2,71.2,-2.3,42.3,49.0,108.1,31.5,50.3,75.4,12.4,16.3,0.759,8.6,23.2,34.8,27.0,67.7,4.2,6.5,0.896
Seattle,73.5,6.1,25.2,61.9,0.998,0.916,0.955,48.3,104.5,33.1,47.2,76.4,9.4,28.4,8.5,25.5,37.2,23.9,76.1,49.6,3.7,7.0,13.0,11.8,1.108,0.7,0.667,73.7,20.9,67.5,-6.1,40.6,46.4,100.8,31.3,46.1,67.6,11.6,14.8,0.782,8.0,26.9,37.7,23.9,76.1,3.5,5.7,0.908
Fla Atlantic,73.5,4.5,26.5,57.9,1.047,0.984,0.939,53.2,111.8,35.1,53.6,71.8,8.5,24.3,9.2,23.7,35.5,30.0,76.0,52.7,3.0,7.0,13.1,13.5,0.971,0.516,0.125,70.2,17.2,69.1,-4.5,44.5,50.7,107.2,36.9,48.3,69.2,10.7,13.4,0.802,7.5,21.4,32.0,24.0,70.0,3.0,6.3,0.916
Tennessee,73.5,10.5,26.1,60.2,1.039,0.891,0.971,50.7,107.3,36.0,48.5,71.5,8.7,24.2,10.2,23.8,36.9,31.1,75.4,52.2,4.3,9.3,16.5,12.3,1.343,0.771,0.5,70.7,16.9,62.9,-10.5,40.3,46.4,100.2,31.3,46.0,71.1,11.5,15.8,0.724,7.8,22.7,33.7,24.6,68.9,2.8,6.6,0.886
McNeese St,73.4,-6.7,26.2,60.4,0.965,1.053,0.927,48.6,103.3,30.6,49.9,65.4,6.2,20.2,10.9,24.2,38.3,31.1,72.1,51.7,3.2,6.6,11.1,16.4,0.676,0.241,0.222,76.1,21.0,80.2,6.7,46.1,52.0,111.9,34.7,52.0,72.8,14.2,13.2,1.07,9.4,24.1,35.9,27.9,68.9,3.2,8.4,0.949
Maryland BC,73.4,0.5,25.2,56.7,1.046,1.039,0.928,52.6,112.8,38.3,48.9,78.2,9.3,24.2,6.1,23.4,32.1,19.7,73.5,47.1,2.0,4.7,12.3,11.1,1.107,0.548,0.75,70.2,13.6,72.9,-0.5,46.3,52.8,108.3,35.2,52.7,65.6,13.2,11.4,1.156,8.5,24.8,36.1,26.5,80.3,2.4,5.7,0.958
Wagner,73.3,7.9,27.2,59.6,1.034,0.922,0.967,49.9,106.7,28.5,53.0,72.1,5.1,17.9,10.2,23.6,36.8,32.4,74.6,52.8,2.7,8.2,14.2,12.5,1.132,0.769,0.8,70.9,19.8,65.4,-7.9,42.3,48.1,103.2,29.7,50.4,66.7,11.7,15.5,0.756,8.0,21.2,32.9,25.4,67.6,3.1,6.3,0.895
DePaul,73.3,1.1,26.3,60.7,1.016,1.001,0.974,48.8,104.1,31.7,49.4,69.3,6.6,20.8,10.4,25.3,38.5,30.3,73.5,51.6,5.0,6.2,11.4,12.3,0.932,0.484,0.462,72.2,15.7,72.2,-1.1,42.8,48.8,104.2,33.7,47.8,74.9,12.7,11.8,1.076,9.1,23.9,36.2,26.5,69.7,3.5,6.4,0.962
Nebraska,73.3,-5.3,26.0,58.6,0.983,1.054,0.915,50.3,108.0,32.0,51.8,73.1,7.0,21.9,6.3,24.6,33.1,18.8,70.0,45.2,2.7,7.2,12.8,12.6,1.015,0.313,0.2,74.5,17.4,78.5,5.3,44.5,51.5,109.0,34.7,51.2,72.3,14.3,13.4,1.065,10.6,27.0,40.1,30.0,81.2,3.8,7.1,0.962
Drake,73.3,6.3,27.1,59.3,1.068,0.976,0.977,51.4,109.4,33.1,52.3,76.0,6.6,20.1,9.1,23.3,34.6,28.9,75.9,51.9,3.1,6.9,11.6,10.7,1.088,0.677,0.539,68.6,17.1,67.0,-6.3,43.1,49.3,106.4,33.1,49.1,73.5,10.2,13.1,0.778,7.4,22.5,32.1,24.1,71.1,3.0,5.4,0.917
Samford,73.2,-1.2,26.2,58.7,1.025,1.043,0.938,51.8,109.5,33.1,53.4,72.8,8.4,25.3,9.1,23.2,35.1,29.2,73.0,50.8,3.0,6.7,12.3,13.5,0.908,0.621,0.714,71.4,17.6,74.4,1.2,44.0,52.1,110.1,34.5,52.6,70.6,15.6,12.5,1.246,8.6,22.0,34.0,27.0,70.8,2.1,7.7,0.945
Tulane,73.1,1.4,25.3,57.3,1.022,1.002,0.933,51.2,110.2,36.5,49.0,75.6,8.1,22.1,5.7,23.2,31.6,18.0,69.1,44.7,3.3,7.9,13.5,10.5,1.285,0.483,0.417,71.6,16.1,71.7,-1.4,41.9,49.6,105.2,34.1,48.3,71.2,16.4,14.3,1.15,10.4,26.1,39.2,30.9,82.0,4.4,5.2,0.946
N Dakota St,73.1,3.1,25.7,56.7,1.043,0.999,0.936,51.8,111.4,35.3,51.1,76.0,7.4,20.9,7.2,27.5,36.9,23.2,78.8,52.4,3.3,3.6,10.6,11.7,0.904,0.677,0.6,70.1,16.1,70.1,-3.1,42.3,47.6,101.9,32.4,47.0,74.8,10.0,8.7,1.14,7.4,24.0,33.5,21.2,76.8,2.3,5.6,0.981
Longwood,73.1,5.8,25.2,56.8,1.057,0.974,0.956,51.5,110.1,38.4,47.9,72.6,8.1,21.2,9.4,22.2,35.3,30.7,77.1,53.6,1.9,7.5,13.4,12.4,1.081,0.759,0.875,69.1,15.6,67.3,-5.8,44.4,51.4,108.8,32.1,53.9,74.0,12.5,13.5,0.923,6.6,21.1,30.7,22.9,69.3,4.0,5.8,0.9
NC State,73.0,-2.6,25.8,62.4,1.028,1.065,0.997,47.9,102.8,34.1,45.9,72.5,8.3,24.5,9.8,21.8,34.8,27.6,71.0,48.1,3.7,7.0,11.3,10.0,1.128,0.344,0.375,71.0,16.5,75.6,2.6,47.2,53.4,112.9,35.9,53.2,74.3,14.6,12.7,1.15,8.9,25.7,37.6,29.0,72.4,4.2,5.6,0.947
Marshall,73.0,-4.7,27.4,62.9,0.979,1.042,0.944,49.4,104.0,30.1,52.1,70.9,7.4,24.6,9.0,23.3,36.1,25.6,74.3,48.8,4.4,6.4,13.7,13.2,1.044,0.323,0.333,74.5,15.9,77.7,4.7,46.0,52.0,111.2,35.3,51.6,78.1,13.1,13.0,1.007,8.1,26.1,37.8,25.7,74.4,2.6,7.6,0.934
Colorado St,72.9,6.7,26.3,55.0,1.085,0.985,0.939,54.8,116.1,35.6,55.7,77.3,7.8,21.8,6.0,23.7,31.6,20.9,76.3,49.5,3.0,6.3,14.2,10.1,1.403,0.8,0.857,67.2,15.1,66.2,-6.7,42.9,50.1,105.7,32.6,51.0,71.7,12.1,12.3,0.989,7.3,22.8,32.2,23.7,79.1,2.9,5.5,0.927
Towson,72.9,8.6,25.6,57.1,1.075,0.948,0.977,51.6,109.9,35.7,50.4,71.9,7.8,21.9,10.3,23.0,36.5,33.6,75.2,54.5,2.7,7.3,13.5,11.9,1.134,0.735,0.5,67.8,17.4,64.3,-8.6,41.4,47.9,103.1,31.5,48.4,71.7,10.3,12.9,0.799,7.6,20.3,30.4,24.8,66.4,3.1,4.7,0.921
Utah State,72.8,5.9,26.7,56.5,1.051,0.967,0.926,54.1,113.5,34.1,56.1,72.1,7.7,22.7,7.4,25.7,35.2,24.8,79.1,52.7,2.1,6.2,17.7,12.5,1.413,0.515,0.2,69.3,16.5,67.0,-5.9,43.0,49.6,105.3,33.9,48.8,70.8,13.4,12.5,1.07,6.8,22.5,31.6,20.9,75.2,3.1,6.3,0.918
Ohio State,72.8,5.1,25.6,54.4,1.084,1.008,0.95,54.3,115.5,36.5,54.0,75.7,7.8,21.5,7.8,24.3,34.6,27.8,74.4,52.0,4.8,4.5,12.5,11.2,1.117,0.625,0.556,67.2,16.4,67.7,-5.1,41.5,47.6,102.3,33.8,45.8,73.1,11.5,10.2,1.135,8.4,20.3,32.0,25.6,72.2,2.5,6.2,0.973
Delaware,72.8,2.1,25.7,54.9,1.05,1.019,0.927,53.4,113.8,34.5,54.4,74.4,7.2,21.0,7.4,21.9,31.9,25.4,70.4,48.7,3.7,6.5,12.3,12.5,0.988,0.618,0.6,69.3,15.8,70.6,-2.1,43.3,49.6,106.7,35.4,47.7,76.0,11.4,12.6,0.911,9.2,21.8,33.6,29.6,74.6,2.7,6.5,0.952
Ste F Austin,72.8,4.0,26.5,57.2,0.995,0.94,0.916,51.3,108.4,31.9,52.8,67.6,5.6,17.7,9.7,22.0,35.0,32.2,71.2,51.2,3.9,8.7,14.1,15.9,0.892,0.643,1.0,73.1,19.9,68.7,-4.0,43.0,49.2,106.5,31.9,50.1,72.1,12.9,17.4,0.743,8.9,20.5,33.4,28.8,67.8,3.5,6.9,0.884
St. Thomas (MN),72.7,-5.6,25.8,59.4,1.069,1.151,0.963,52.0,109.9,34.4,52.5,77.1,10.2,29.6,6.0,19.6,28.3,18.6,73.2,44.4,1.1,4.8,11.5,8.4,1.36,0.259,0.0,68.0,17.4,78.2,5.6,50.8,58.9,122.7,40.1,58.0,73.8,13.4,10.8,1.236,7.2,26.1,35.4,26.8,81.4,3.1,3.5,0.947
Michigan,72.6,3.2,26.9,57.6,1.058,1.011,0.956,52.1,110.8,33.9,52.7,74.6,6.3,18.5,8.6,24.3,35.7,29.0,77.5,54.1,3.3,4.7,14.1,11.6,1.215,0.559,0.6,68.7,15.2,69.4,-3.2,44.1,49.7,105.5,32.4,50.4,73.4,11.1,9.9,1.115,7.1,21.1,30.3,22.5,71.0,3.2,5.4,0.958
LSU,72.6,9.1,25.9,59.0,1.001,0.875,0.943,49.3,106.2,31.6,50.4,73.1,6.5,20.5,10.5,23.4,37.0,32.4,70.9,51.5,4.3,11.0,12.7,14.7,0.864,0.647,0.4,72.5,19.1,63.4,-9.1,38.6,45.1,98.6,28.2,47.6,69.0,11.4,17.8,0.643,9.6,22.0,34.8,29.1,67.6,3.4,7.2,0.887
Rice,72.5,-1.5,25.6,56.6,1.027,1.049,0.92,52.9,111.6,36.2,51.9,71.7,8.6,23.9,7.1,25.3,35.0,23.2,73.6,50.1,1.8,4.9,14.8,12.7,1.165,0.452,0.417,70.6,14.1,74.1,1.5,45.0,50.8,106.1,32.9,51.6,71.6,13.8,9.9,1.402,9.1,23.5,34.8,26.4,76.8,3.4,7.1,0.989
Chattanooga,72.5,7.1,26.5,58.1,1.073,0.968,0.968,52.2,110.6,33.9,53.0,75.9,7.6,22.5,9.0,23.2,35.4,31.0,76.1,53.4,2.1,7.1,12.2,11.2,1.095,0.758,0.636,67.6,16.0,65.4,-7.1,43.3,49.4,104.2,30.3,52.1,69.2,11.0,12.0,0.919,7.3,20.1,30.9,23.9,69.0,3.5,5.7,0.93
Stony Brook,72.5,-1.2,26.0,59.7,1.032,1.049,0.962,50.3,107.4,34.0,49.9,75.2,8.1,23.9,8.0,23.0,34.7,24.5,71.6,48.7,2.9,6.5,10.8,10.7,1.013,0.567,0.556,70.2,14.5,73.7,1.2,45.8,52.6,109.2,33.6,54.1,68.4,14.1,12.0,1.178,9.1,24.7,36.5,28.4,75.5,2.9,5.9,0.959
Portland,72.4,-0.6,24.8,57.3,1.0,1.008,0.918,50.0,109.2,35.0,48.4,79.7,7.7,22.0,7.2,25.1,34.9,22.2,73.7,48.9,2.6,4.8,14.0,13.1,1.069,0.531,0.556,72.4,16.4,73.0,0.6,42.7,49.7,105.5,34.4,48.3,73.7,12.5,12.3,1.018,8.9,25.1,36.5,26.3,77.8,2.6,6.2,0.953
Lg Beach St,72.4,-1.0,25.0,57.9,0.991,1.004,0.932,48.8,106.0,34.9,47.1,72.5,6.4,18.3,7.9,22.7,34.3,24.6,74.0,49.5,2.9,6.9,12.1,12.8,0.942,0.581,0.429,73.1,16.6,73.4,1.0,45.1,52.1,110.2,35.5,51.3,74.3,14.2,14.3,0.995,8.0,24.2,34.9,26.0,75.4,2.9,6.0,0.914
Northwestern,72.4,1.8,26.4,62.3,1.011,0.986,0.974,49.0,103.8,34.6,47.3,71.9,8.3,24.1,8.0,23.7,35.2,23.2,77.9,49.0,3.3,6.5,15.5,9.8,1.58,0.467,0.375,71.6,17.6,70.6,-1.8,43.2,50.8,108.8,36.8,47.7,72.5,14.7,13.5,1.092,6.7,26.4,36.6,22.1,76.8,3.6,5.1,0.906
USC,72.4,6.4,26.8,58.9,1.037,0.945,0.968,51.2,107.2,35.7,50.1,66.4,6.8,18.9,9.9,26.9,40.1,31.1,76.0,54.3,4.4,5.0,14.3,12.2,1.169,0.765,0.833,69.8,15.6,66.0,-6.4,39.0,44.7,96.3,33.1,42.1,71.5,11.9,9.8,1.213,8.5,22.1,33.7,24.0,68.9,3.4,6.6,0.981
Loyola-Chi,72.3,10.5,25.7,54.2,1.065,0.911,0.918,55.6,116.1,37.6,54.9,71.1,8.8,23.5,6.8,24.4,33.7,23.9,78.8,51.7,2.4,6.8,14.7,12.3,1.193,0.75,0.8,67.9,17.5,61.9,-10.5,41.0,46.9,101.2,30.9,47.3,73.6,9.2,13.4,0.687,6.6,21.5,31.5,21.2,76.1,3.5,5.8,0.9
Oregon,72.3,2.0,26.6,59.0,1.025,0.997,0.957,51.1,107.4,33.5,51.6,68.1,7.1,21.1,8.8,23.1,34.9,27.4,71.3,49.6,3.4,6.8,12.0,11.8,1.015,0.559,0.5,70.6,16.7,70.3,-2.0,43.6,49.6,105.3,32.4,50.2,70.7,12.8,13.2,0.969,9.3,23.2,35.5,28.7,72.6,2.7,5.8,0.944
Oakland,72.3,2.5,24.8,57.8,1.029,0.993,0.954,49.2,107.7,29.8,52.4,78.8,7.2,24.2,9.2,22.0,34.0,29.0,67.8,48.9,2.4,8.6,12.7,12.4,1.021,0.6,0.667,70.3,14.1,69.8,-2.5,43.6,50.2,104.8,31.0,52.9,70.5,16.7,14.1,1.182,10.5,22.6,35.6,32.2,71.0,3.2,6.2,0.948
Michigan St,72.3,3.2,26.1,57.2,1.039,0.992,0.941,52.0,110.6,37.8,49.6,75.0,7.3,19.3,8.6,25.0,36.9,28.7,75.6,53.0,5.0,5.7,15.7,12.8,1.231,0.639,0.583,69.6,16.9,69.0,-3.2,42.1,48.1,102.4,31.6,48.5,70.8,12.9,10.4,1.241,8.1,21.4,32.8,24.4,71.3,3.4,6.3,0.967
James Mad,72.1,-3.0,26.2,58.3,1.01,1.052,0.937,51.1,108.1,34.2,50.9,70.5,7.1,20.7,8.0,21.5,32.3,24.7,68.8,47.1,2.0,7.8,12.1,12.5,0.967,0.482,0.692,71.4,16.7,75.1,3.0,45.4,53.3,112.4,33.7,55.7,74.5,15.9,14.5,1.095,9.7,24.3,36.2,31.2,75.3,2.9,6.3,0.934
